0.081618,-2.057
1.8689,0.30095
1.2314,1.4844
4.39,1.9304
2.0772,0.16773
2.3756,2.9837
2.3956,-0.64161
1.8875,0.14061
0.17096,-2.0956
4.0915,3.4089
2.3591,0.47079
1.2057,0.47709
1.7727,0.18447
3.5938,2.3517
2.1552,-1.5171
2.1786,-0.55489
1.6623,-1.6609
0.47501,-3.0366
1.2906,0.20203
1.1334,0.17726
2.0715,-0.065558
2.1556,-0.83477
1.8178,0.86221
2.731,2.5557
1.6524,0.35584
2.2344,-0.58773
1.1323,-1.317
1.0175,-0.27933
1.7064,-0.23134
2.8245,1.8509
2.1941,-0.78778
2.2977,1.8339
1.2899,-0.99801
1.3123,-1.399
2.5728,-0.60212
2.4452,1.301
0.67404,-1.6621
0.50012,-1.7741
3.016,0.63867
1.9725,-1.0672
1.8396,-0.86884
2.3788,0.25965
1.8928,2.0623
2.2128,-0.1638
2.4681,1.2668
0.38393,-2.5581
2.0147,0.88785
1.9622,0.85823
2.4038,1.1193
2.3053,0.67686
0.75689,-3.0683
2.1319,-0.0097372
1.0005,-0.39809
1.6458,-2.1635
2.1056,-0.31332
2.9554,2.153
2.4648,0.49856
2.2667,1.623
0.57678,-1.7616
2.1111,1.3497
3.1729,1.3327
-0.11558,-1.4373
2.4622,-0.97957
-0.4599,-3.9394
1.6951,0.18349
2.3982,0.039524
0.29421,-3.531
2.7594,0.30634
2.2032,-0.15231
2.9587,0.10391
2.4868,-0.75999
1.5541,-0.22414
2.3257,0.66131
1.9799,-0.82259
0.11152,-0.56473
2.3384,-0.14905
2.3378,-1.6429
2.4243,0.44723
2.1129,0.92649
1.8817,-2.0158
-0.68629,-0.80877
3.5484,1.2577
1.0756,-1.7473
1.2796,-0.4367
2.8335,0.29401
1.4335,0.38325
1.0008,0.32875
2.6413,1.0787
1.746,-0.25946
0.8783,-2.825
3.6479,0.88413
1.6933,-0.28486
1.226,-2.7723
0.64576,-2.4082
1.6741,-0.17642
3.5532,0.32131
2.6281,-0.1431
0.97245,-0.72629
1.7981,-0.012513
2.8611,0.97964
3.5582,3.9991
1.8703,0.54092
1.1822,-1.4973
2.2885,0.33704
0.86862,0.029105
2.8813,2.69
1.0558,-0.25959
1.3784,-1.3996
0.0089477,-1.3055
1.048,-0.38362
2.2579,0.78322
3.1982,1.1445
3.109,0.8911
0.38733,-1.5157
1.6434,-0.95547
1.9914,0.58576
1.9854,-0.0653
2.2171,1.5487
2.1802,0.92583
1.4795,-0.29418
1.7604,1.0919
1.307,0.17529
1.3151,-0.34486
2.9326,0.022005
0.79145,0.12404
1.6392,-0.48711
0.81763,-1.534
2.6447,0.6748
0.91117,-0.020511
0.30153,-1.5799
0.70964,-2.4269
2.5456,0.26478
4.1353,1.3291
1.4231,-0.84866
2.8252,-0.42613
3.6131,1.9689
3.2159,0.87113
3.6139,0.73005
1.4001,-1.1812
3.0401,2.3105
1.7556,-1.4395
0.51493,-0.99902
1.6438,-0.18723
2.3545,-0.8391
3.8349,1.875
2.8977,-0.027651
2.2523,1.0882
2.984,1.5353
1.4854,-0.63158
0.68935,-2.2999
1.3127,-1.2072
0.81454,-1.6836
2.9824,1.3278
1.8647,1.1109
0.80996,-0.43136
1.7927,-0.65242
1.1544,-2.7286
1.6857,-1.0502
3.4243,1.7769
3.4915,0.43035
1.256,-0.74921
1.6256,1.0982
2.4241,2.0496
2.1141,0.28993
1.4889,1.2587
3.0223,1.5922
0.58082,-0.71025
4.5467,3.1032
1.642,-0.851
2.4013,0.59734
1.2938,-0.18845
0.97934,0.16486
3.134,-1.4374
2.0385,-0.81545
2.2309,1.6176
2.1257,0.77766
2.6963,0.91409
3.7395,2.2621
2.6654,1.8487
2.6875,-0.25775
3.239,1.65
2.8987,-0.98228
0.8499,-1.018
1.7358,-0.16801
0.37482,-0.3652
2.5816,-0.15309
3.9025,2.4479
3.5801,2.5359
2.921,0.21432
1.0621,-0.62627
1.2628,-0.68842
2.1798,0.0059572
1.8682,-0.63009
2.8679,0.20562
3.3144,0.14643
1.7489,-0.71443
1.9282,-1.0018
3.0952,1.0491
2.4893,2.0543
0.31985,-1.9764
1.1885,0.16011
1.2478,-0.26425
0.67408,0.024577
1.8185,-0.18796
2.1314,0.031996
3.3938,1.2425
2.7062,-0.51126
3.1628,3.1953
1.2463,-2.1807
2.3219,0.19794
3.6357,1.2692
1.3522,-0.57415
2.6733,-0.7579
3.2736,2.0521
0.96019,-1.083
2.488,0.25898
1.0932,0.515
1.5253,0.19998
1.3339,1.0527
1.498,0.81245
1.6911,-0.85605
1.1631,-1.0928
1.3717,0.61887
2.5009,0.083771
3.6703,1.5951
0.45827,-1.9907
1.728,0.14533
2.3416,1.4169
2.4844,-0.12456
2.9527,0.45082
2.1314,1.0851
0.25809,-0.031711
2.6678,1.6202
2.8982,-0.47471
1.4507,-0.61772
1.6825,-0.002986
1.4173,-0.50986
1.8358,-0.69315
1.0649,-2.6909
3.1881,2.395
0.78721,-0.15121
1.6188,0.34211
3.3227,0.94486
2.3853,-0.92916
1.6382,0.22172
1.5736,-1.2876
2.3871,0.1474
2.9028,2.1525
2.7178,1.6793
3.7361,1.407
0.99117,-0.6426
1.82,-0.84285
-0.026548,-2.8108
2.4089,0.21084
2.7343,-0.55263
2.082,1.9703
0.31348,-1.1827
-0.061711,-2.8241
3.8209,1.8139
0.75087,-0.28866
2.9363,0.76255
1.8284,-0.40141
1.9216,0.69942
1.3896,0.86616
2.5689,1.4376
1.8428,-0.021405
0.93149,-0.53798
1.6875,-0.2893
1.9829,-0.46541
1.8677,-0.79079
2.4447,-0.3405
2.4017,-0.44529
-0.51419,-2.5033
1.2115,-2.3769
1.886,-0.24205
2.4741,-1.0391
2.6849,0.41653
2.5398,-0.3805
1.6196,-0.23462
3.4431,2.4162
1.1907,-2.4893
0.52877,-2.2199
2.4254,-0.32358
2.9642,0.50349
2.9704,0.77659
2.5223,-0.40672
2.8748,0.6185
2.1581,1.1513
3.5657,1.7097
3.3528,0.8537
2.0925,0.39796
2.7825,1.3264
3.11,-0.66661
3.4999,1.3251
1.8676,1.8543
3.2578,1.3152
3.0933,1.2681
2.9752,2.5515
3.2003,-0.0046406
1.8927,0.74578
2.6195,0.31218
3.091,1.339
1.558,0.16062
0.71921,-1.4885
2.6588,0.022777
2.201,0.84305
2.45,0.32696
1.9869,0.095626
1.1535,-0.25002
2.4827,1.384
2.9331,0.68489
2.2917,-0.68156
1.7866,0.21274
1.9593,1.2699
1.772,-0.84802
0.6189,-0.88167
2.2651,1.6794
3.0621,0.98925
2.0585,0.38911
1.4354,-0.67488
2.6627,-0.2621
3.2091,0.40819
2.4548,-0.77592
2.4936,0.32545
2.2216,2.0245
1.4254,-0.34093
2.1323,1.7603
3.1286,0.23063
1.944,-0.55549
